Milk and Honey,The Sun and Her Flowers,Homebody
"('love', 68)","('like', 83)","('want', 44)"
"('like', 55)","('love', 66)","('life', 41)"
"('want', 46)","('one', 55)","('feel', 29)"
"('make', 28)","('look', 47)","('one', 28)"
"('know', 27)","('life', 42)","('love', 28)"
"('thing', 26)","('bodi', 40)","('like', 28)"
"('one', 20)","('time', 38)","('back', 25)"
"('look', 20)","('want', 37)","('get', 24)"
"('tell', 19)","('think', 34)","('live', 24)"
"('come', 19)","('make', 34)","('work', 24)"
